Data,1,record,timestamp,1682905401000,ms,speed,3.373,m/s,cadence,44,rpm,temperature,22,C,distance,23.8,m,grade,0.0,%,altitude,48.0,m,position_lat,29.536589942872524,degrees,position_long,119.3740099389106,degrees
Data,1,record,timestamp,1682905402000,ms,speed,3.663,m/s,cadence,44,rpm,temperature,22,C,distance,27.7,m,grade,0.53,%,altitude,48.200000000000045,m,position_lat,29.53657996840775,degrees,position_long,119.37404992058873,degrees
Data,1,record,timestamp,1682905403000,ms,speed,3.963,m/s,cadence,45,rpm,temperature,22,C,distance,30.92,m,grade,0.53,%,altitude,48.200000000000045,m,position_lat,29.536589942872524,degrees,position_long,119.37407992780209,degrees
Data,1,record,timestamp,1682905404000,ms,speed,4.256,m/s,cadence,45,rpm,temperature,22,C,distance,35.48,m,grade,0.13,%,altitude,48.200000000000045,m,position_lat,29.5365999173373,degrees,position_long,119.37411999329925,degrees
Data,1,record,timestamp,1682905405000,ms,speed,4.42,m/s,cadence,61,rpm,temperature,22,C,distance,40.04,m,grade,0.12,%,altitude,48.200000000000045,m,position_lat,29.536609975621104,degrees,position_long,119.37416994944215,degrees
Data,1,record,timestamp,1682905406000,ms,speed,4.716,m/s,cadence,67,rpm,temperature,22,C,distance,43.88,m,grade,0.11,%,altitude,48.200000000000045,m,position_lat,29.53661995008588,degrees,position_long,119.37420993112028,degrees
Data,1,record,timestamp,1682905407000,ms,speed,5.02,m/s,cadence,67,rpm,temperature,22,C,distance,51.27,m,grade,-0.16,%,altitude,48.0,m,position_lat,29.53661995008588,degrees,position_long,119.37427992001176,degrees
Data,1,record,timestamp,1682905408000,ms,speed,5.223,m/s,cadence,68,rpm,temperature,22,C,distance,56.6,m,grade,-0.15,%,altitude,48.0,m,position_lat,29.536629924550653,degrees,position_long,119.37433993443847,degrees
Data,1,record,timestamp,1682905409000,ms,speed,5.283,m/s,cadence,71,rpm,temperature,22,C,distance,62.51,m,grade,-0.14,%,altitude,48.0,m,position_lat,29.536629924550653,degrees,position_long,119.37439994886518,degrees
Data,1,record,timestamp,1682905410000,ms,speed,5.203,m/s,cadence,73,rpm,temperature,22,C,distance,68.52,m,grade,0.3,%,altitude,48.200000000000045,m,position_lat,29.53663998283446,degrees,position_long,119.37445996329188,degrees
Data,1,record,timestamp,1682905411000,ms,speed,5.41,m/s,cadence,73,rpm,temperature,22,C,distance,74.43,m,grade,0.29,%,altitude,48.200000000000045,m,position_lat,29.53663998283446,degrees,position_long,119.37451997771859,degrees
Data,1,record,timestamp,1682905412000,ms,speed,5.506,m/s,cadence,74,rpm,temperature,22,C,distance,81.16,m,grade,0.27,%,altitude,48.200000000000045,m,position_lat,29.536649957299232,degrees,position_long,119.37458996661007,degrees
Data,1,record,timestamp,1682905413000,ms,speed,5.666,m/s,cadence,73,rpm,temperature,22,C,distance,87.81,m,grade,0.45,%,altitude,48.39999999999998,m,position_lat,29.536649957299232,degrees,position_long,119.37465995550156,degrees
Data,1,record,timestamp,1682905414000,ms,speed,5.7,m/s,cadence,78,rpm,temperature,22,C,distance,93.82,m,grade,0.44,%,altitude,48.39999999999998,m,position_lat,29.536659931764007,degrees,position_long,119.37471996992826,degrees
Data,1,record,timestamp,1682905415000,ms,speed,5.756,m/s,cadence,78,rpm,temperature,22,C,distance,99.5,m,grade,0.42,%,altitude,48.39999999999998,m,position_lat,29.536679964512587,degrees,position_long,119.37476992607117,degrees
Data,1,record,timestamp,1682905416000,ms,speed,5.733,m/s,cadence,77,rpm,temperature,22,C,distance,104.05,m,grade,0.64,%,altitude,48.39999999999998,m,position_lat,29.53668993897736,degrees,position_long,119.3748199660331,degrees
Data,1,record,timestamp,1682905417000,ms,speed,5.623,m/s,cadence,76,rpm,temperature,22,C,distance,110.41,m,grade,0.81,%,altitude,48.39999999999998,m,position_lat,29.53670997172594,degrees,position_long,119.37487998045981,degrees
Data,1,record,timestamp,1682905418000,ms,speed,5.466,m/s,cadence,76,rpm,temperature,22,C,distance,116.0,m,grade,1.0,%,altitude,48.60000000000002,m,position_lat,29.53672992065549,degrees,position_long,119.37492993660271,degrees
Data,1,record,timestamp,1682905419000,ms,speed,5.393,m/s,cadence,0,rpm,temperature,22,C,distance,121.01,m,grade,1.21,%,altitude,48.60000000000002,m,position_lat,29.53674995340407,degrees,position_long,119.37497997656465,degrees
Data,1,record,timestamp,1682905420000,ms,speed,5.33,m/s,cadence,0,rpm,temperature,22,C,distance,127.3,m,grade,1.2,%,altitude,48.799999999999955,m,position_lat,29.536789935082197,degrees,position_long,119.37501995824277,degrees
Data,1,record,timestamp,1682905421000,ms,speed,5.29,m/s,cadence,77,rpm,temperature,22,C,distance,132.22,m,grade,1.44,%,altitude,48.799999999999955,m,position_lat,29.536809967830777,degrees,position_long,119.37506999820471,degrees
Data,1,record,timestamp,1682905422000,ms,speed,5.36,m/s,cadence,72,rpm,temperature,22,C,distance,137.89,m,grade,1.27,%,altitude,48.799999999999955,m,position_lat,29.536829916760325,degrees,position_long,119.37511995434761,degrees
Data,1,record,timestamp,1682905423000,ms,speed,5.386,m/s,cadence,71,rpm,temperature,22,C,distance,144.03,m,grade,1.07,%,altitude,48.799999999999955,m,position_lat,29.536869982257485,degrees,position_long,119.37516999430954,degrees
Data,1,record,timestamp,1682905424000,ms,speed,5.423,m/s,cadence,74,rpm,temperature,22,C,distance,149.62,m,grade,0.87,%,altitude,48.799999999999955,m,position_lat,29.53689998947084,degrees,position_long,119.37520997598767,degrees
Data,1,record,timestamp,1682905425000,ms,speed,5.32,m/s,cadence,74,rpm,temperature,22,C,distance,154.63,m,grade,0.86,%,altitude,48.799999999999955,m,position_lat,29.536919938400388,degrees,position_long,119.37525993213058,degrees
Data,1,record,timestamp,1682905426000,ms,speed,5.403,m/s,cadence,75,rpm,temperature,22,C,distance,160.7,m,grade,0.67,%,altitude,48.799999999999955,m,position_lat,29.536949945613742,degrees,position_long,119.37530997209251,degrees
Data,1,record,timestamp,1682905427000,ms,speed,5.5,m/s,cadence,76,rpm,temperature,22,C,distance,165.07,m,grade,0.89,%,altitude,48.799999999999955,m,position_lat,29.536969978362322,degrees,position_long,119.37534995377064,degrees
Data,1,record,timestamp,1682905428000,ms,speed,5.63,m/s,cadence,76,rpm,temperature,23,C,distance,169.99,m,grade,0.69,%,altitude,48.799999999999955,m,position_lat,29.53698992729187,degrees,position_long,119.37539999373257,degrees
Data,1,record,timestamp,1682905429000,ms,speed,5.59,m/s,cadence,76,rpm,temperature,23,C,distance,175.0,m,grade,0.7,%,altitude,49.0,m,position_lat,29.53700996004045,degrees,position_long,119.3754399754107,degrees
Data,1,record,timestamp,1682905430000,ms,speed,5.513,m/s,cadence,0,rpm,temperature,23,C,distance,179.92,m,grade,0.7,%,altitude,49.0,m,position_lat,29.53702999278903,degrees,position_long,119.3754899315536,degrees
Data,1,record,timestamp,1682905431000,ms,speed,5.333,m/s,cadence,0,rpm,temperature,23,C,distance,183.61,m,grade,0.73,%,altitude,49.200000000000045,m,position_lat,29.53702999278903,degrees,position_long,119.37552999705076,degrees
Data,1,record,timestamp,1682905432000,ms,speed,5.12,m/s,cadence,0,rpm,temperature,23,C,distance,189.29,m,grade,0.96,%,altitude,49.200000000000045,m,position_lat,29.53704994171858,degrees,position_long,119.37557995319366,degrees
Data,1,record,timestamp,1682905433000,ms,speed,4.92,m/s,cadence,0,rpm,temperature,23,C,distance,193.55,m,grade,1.45,%,altitude,49.39999999999998,m,position_lat,29.53706997446716,degrees,position_long,119.37561993487179,degrees
Data,1,record,timestamp,1682905434000,ms,speed,4.82,m/s,cadence,86,rpm,temperature,23,C,distance,198.16,m,grade,1.69,%,altitude,49.39999999999998,m,position_lat,29.537079948931932,degrees,position_long,119.37565991654992,degrees
Data,1,record,timestamp,1682905435000,ms,speed,4.84,m/s,cadence,86,rpm,temperature,23,C,distance,203.62,m,grade,1.95,%,altitude,49.60000000000002,m,position_lat,29.537109956145287,degrees,position_long,119.37570995651186,degrees
Data,1,record,timestamp,1682905436000,ms,speed,4.883,m/s,cadence,88,rpm,temperature,23,C,distance,209.29,m,grade,1.89,%,altitude,49.60000000000002,m,position_lat,29.537129988893867,degrees,position_long,119.37575999647379,degrees
Data,1,record,timestamp,1682905437000,ms,speed,4.886,m/s,cadence,88,rpm,temperature,23,C,distance,212.43,m,grade,2.2,%,altitude,49.799999999999955,m,position_lat,29.53713996335864,degrees,position_long,119.37578991986811,degrees
Data,1,record,timestamp,1682905438000,ms,speed,4.886,m/s,cadence,74,rpm,temperature,23,C,distance,217.45,m,grade,2.44,%,altitude,49.799999999999955,m,position_lat,29.53715999610722,degrees,position_long,119.37583995983005,degrees
Data,1,record,timestamp,1682905439000,ms,speed,4.866,m/s,cadence,67,rpm,temperature,23,C,distance,223.52,m,grade,2.38,%,altitude,50.0,m,position_lat,29.537189919501543,degrees,position_long,119.37588999979198,degrees
Data,1,record,timestamp,1682905440000,ms,speed,4.843,m/s,cadence,65,rpm,temperature,23,C,distance,227.29,m,grade,2.37,%,altitude,50.0,m,position_lat,29.537209952250123,degrees,position_long,119.3759199231863,degrees
Data,1,record,timestamp,1682905441000,ms,speed,4.766,m/s,cadence,64,rpm,temperature,23,C,distance,230.93,m,grade,2.49,%,altitude,50.200000000000045,m,position_lat,29.537229984998703,degrees,position_long,119.37594993039966,degrees
Data,1,record,timestamp,1682905442000,ms,speed,4.67,m/s,cadence,63,rpm,temperature,23,C,distance,235.3,m,grade,2.72,%,altitude,50.39999999999998,m,position_lat,29.53724993392825,degrees,position_long,119.37598999589682,degrees
Data,1,record,timestamp,1682905443000,ms,speed,4.49,m/s,cadence,61,rpm,temperature,23,C,distance,239.56,m,grade,2.5,%,altitude,50.39999999999998,m,position_lat,29.53726996667683,degrees,position_long,119.37602997757494,degrees
Data,1,record,timestamp,1682905444000,ms,speed,4.31,m/s,cadence,61,rpm,temperature,23,C,distance,243.33,m,grade,3.11,%,altitude,50.60000000000002,m,position_lat,29.53728999942541,degrees,position_long,119.3760599847883,degrees
Data,1,record,timestamp,1682905445000,ms,speed,4.213,m/s,cadence,59,rpm,temperature,23,C,distance,248.78,m,grade,3.13,%,altitude,50.799999999999955,m,position_lat,29.537319922819734,degrees,position_long,119.3761099409312,degrees
Data,1,record,timestamp,1682905446000,ms,speed,4.2,m/s,cadence,58,rpm,temperature,23,C,distance,251.74,m,grade,3.4,%,altitude,50.799999999999955,m,position_lat,29.537319922819734,degrees,position_long,119.37613994814456,degrees
Data,1,record,timestamp,1682905447000,ms,speed,4.096,m/s,cadence,56,rpm,temperature,23,C,distance,256.17,m,grade,3.19,%,altitude,51.0,m,position_lat,29.537319922819734,degrees,position_long,119.37617992982268,degrees
Data,1,record,timestamp,1682905448000,ms,speed,3.933,m/s,cadence,54,rpm,temperature,23,C,distance,259.81,m,grade,3.41,%,altitude,51.0,m,position_lat,29.537299973890185,degrees,position_long,119.37620993703604,degrees
Data,1,record,timestamp,1682905449000,ms,speed,3.646,m/s,cadence,53,rpm,temperature,23,C,distance,263.58,m,grade,3.41,%,altitude,51.200000000000045,m,position_lat,29.537279941141605,degrees,position_long,119.37623994424939,degrees
Data,1,record,timestamp,1682905450000,ms,speed,3.436,m/s,cadence,53,rpm,temperature,23,C,distance,266.85,m,grade,3.72,%,altitude,51.39999999999998,m,position_lat,29.53724993392825,degrees,position_long,119.37624991871417,degrees
Data,1,record,timestamp,1682905451000,ms,speed,3.293,m/s,cadence,52,rpm,temperature,23,C,distance,270.33,m,grade,3.53,%,altitude,51.39999999999998,m,position_lat,29.537219926714897,degrees,position_long,119.37625997699797,degrees
Data,1,record,timestamp,1682905452000,ms,speed,3.343,m/s,cadence,49,rpm,temperature,23,C,distance,273.8,m,grade,3.32,%,altitude,51.39999999999998,m,position_lat,29.537189919501543,degrees,position_long,119.37626995146275,degrees
Data,1,record,timestamp,1682905453000,ms,speed,3.593,m/s,cadence,0,rpm,temperature,23,C,distance,277.68,m,grade,3.02,%,altitude,51.39999999999998,m,position_lat,29.53715999610722,degrees,position_long,119.37628998421133,degrees
Data,1,record,timestamp,1682905454000,ms,speed,3.83,m/s,cadence,0,rpm,temperature,23,C,distance,305.66,m,grade,2.0,%,altitude,51.799999999999955,m,position_lat,29.536929996684194,degrees,position_long,119.37639995478094,degrees
Data,1,record,timestamp,1682905455000,ms,speed,3.54,m/s,cadence,0,rpm,temperature,23,C,distance,308.0,m,grade,1.84,%,altitude,51.799999999999955,m,position_lat,29.536909963935614,degrees,position_long,119.37639995478094,degrees
Data,1,record,timestamp,1682905456000,ms,speed,3.096,m/s,cadence,0,rpm,temperature,23,C,distance,311.27,m,grade,1.7,%,altitude,51.799999999999955,m,position_lat,29.53687995672226,degrees,position_long,119.37640992924571,degrees
Data,1,record,timestamp,1682905457000,ms,speed,2.56,m/s,cadence,0,rpm,temperature,23,C,distance,313.72,m,grade,1.74,%,altitude,51.799999999999955,m,position_lat,29.53685992397368,degrees,position_long,119.37641998752952,degrees
Data,1,record,timestamp,1682905458000,ms,speed,2.406,m/s,cadence,0,rpm,temperature,23,C,distance,315.84,m,grade,1.6,%,altitude,51.799999999999955,m,position_lat,29.53683997504413,degrees,position_long,119.37641998752952,degrees
Data,1,record,timestamp,1682905459000,ms,speed,2.26,m/s,cadence,0,rpm,temperature,23,C,distance,318.18,m,grade,1.43,%,altitude,51.799999999999955,m,position_lat,29.53681994229555,degrees,position_long,119.37641998752952,degrees
Data,1,record,timestamp,1682905460000,ms,speed,2.183,m/s,cadence,0,rpm,temperature,23,C,distance,320.42,m,grade,1.27,%,altitude,52.0,m,position_lat,29.536799993366003,degrees,position_long,119.37642996199429,degrees
Data,1,record,timestamp,1682905461000,ms,speed,2.196,m/s,cadence,45,rpm,temperature,23,C,distance,321.49,m,grade,1.33,%,altitude,52.0,m,position_lat,29.536789935082197,degrees,position_long,119.37642996199429,degrees
Data,1,record,timestamp,1682905462000,ms,speed,2.273,m/s,cadence,45,rpm,temperature,23,C,distance,324.71,m,grade,1.14,%,altitude,52.0,m,position_lat,29.53676998615265,degrees,position_long,119.37644999474287,degrees
Data,1,record,timestamp,1682905463000,ms,speed,2.27,m/s,cadence,0,rpm,temperature,23,C,distance,326.95,m,grade,2.99,%,altitude,52.0,m,position_lat,29.53674995340407,degrees,position_long,119.37645996920764,degrees
Data,1,record,timestamp,1682905464000,ms,speed,2.243,m/s,cadence,0,rpm,temperature,23,C,distance,328.91,m,grade,1.61,%,altitude,52.0,m,position_lat,29.536739978939295,degrees,position_long,119.37646994367242,degrees
Data,1,record,timestamp,1682905465000,ms,speed,2.113,m/s,cadence,45,rpm,temperature,23,C,distance,331.49,m,grade,2.16,%,altitude,52.200000000000045,m,position_lat,29.536719946190715,degrees,position_long,119.376489976421,degrees
Data,1,record,timestamp,1682905466000,ms,speed,1.913,m/s,cadence,45,rpm,temperature,23,C,distance,333.31,m,grade,2.23,%,altitude,52.200000000000045,m,position_lat,29.53670997172594,degrees,position_long,119.37649995088577,degrees
Data,1,record,timestamp,1682905467000,ms,speed,1.736,m/s,cadence,0,rpm,temperature,23,C,distance,334.79,m,grade,1.78,%,altitude,52.200000000000045,m,position_lat,29.53670997172594,degrees,position_long,119.37651998363435,degrees
Data,1,record,timestamp,1682905468000,ms,speed,1.6,m/s,cadence,0,rpm,temperature,23,C,distance,336.39,m,grade,1.85,%,altitude,52.200000000000045,m,position_lat,29.53670997172594,degrees,position_long,119.37651998363435,degrees
Data,1,record,timestamp,1682905469000,ms,speed,1.07,m/s,cadence,0,rpm,temperature,23,C,distance,337.46,m,grade,1.98,%,altitude,52.200000000000045,m,position_lat,29.53670997172594,degrees,position_long,119.37651998363435,degrees
Data,1,record,timestamp,1682905470000,ms,speed,0.533,m/s,cadence,0,rpm,temperature,23,C,distance,337.99,m,grade,1.44,%,altitude,52.200000000000045,m,position_lat,29.53670997172594,degrees,position_long,119.37651998363435,degrees
Data,1,record,timestamp,1682905471000,ms,speed,0.0,m/s,cadence,0,rpm,temperature,23,C,distance,337.99,m,grade,1.79,%,altitude,52.200000000000045,m,position_lat,29.53670997172594,degrees,position_long,119.37651998363435,degrees
Definition,4,software,part_number,16,bytes,message_index,2,bytes,version,2,bytes
Data,4,software,part_number,USER_OPERATION,,message_index,22,,version,307.0,
Definition,4,software,part_number,16,bytes,message_index,2,bytes,version,2,bytes
Data,4,software,part_number,USER_OPERATION,,message_index,23,,version,307.0,
Data,1,record,timestamp,1682905497000,ms,speed,3.066,m/s,cadence,45,rpm,temperature,24,C,distance,341.06,m,grade,0.0,%,altitude,52.39999999999998,m,position_lat,29.5365999173373,degrees,position_long,119.37662995420396,degrees
Data,1,record,timestamp,1682905498000,ms,speed,3.35,m/s,cadence,43,rpm,temperature,24,C,distance,344.83,m,grade,0.0,%,altitude,52.39999999999998,m,position_lat,29.53657996840775,degrees,position_long,119.37665996141732,degrees
Data,1,record,timestamp,1682905499000,ms,speed,3.546,m/s,cadence,44,rpm,temperature,24,C,distance,347.79,m,grade,0.0,%,altitude,52.39999999999998,m,position_lat,29.53657996840775,degrees,position_long,119.37668996863067,degrees
Data,1,record,timestamp,1682905500000,ms,speed,3.713,m/s,cadence,45,rpm,temperature,24,C,distance,351.63,m,grade,0.0,%,altitude,52.39999999999998,m,position_lat,29.536569993942976,degrees,position_long,119.3767299503088,degrees
Data,1,record,timestamp,1682905501000,ms,speed,3.846,m/s,cadence,45,rpm,temperature,24,C,distance,355.32,m,grade,0.0,%,altitude,52.39999999999998,m,position_lat,29.536569993942976,degrees,position_long,119.37676993198693,degrees
Data,1,record,timestamp,1682905502000,ms,speed,4.06,m/s,cadence,46,rpm,temperature,24,C,distance,360.6,m,grade,1.11,%,altitude,52.39999999999998,m,position_lat,29.53657996840775,degrees,position_long,119.37681997194886,degrees
Data,1,record,timestamp,1682905503000,ms,speed,4.213,m/s,cadence,46,rpm,temperature,24,C,distance,364.51,m,grade,1.06,%,altitude,52.39999999999998,m,position_lat,29.536589942872524,degrees,position_long,119.37685995362699,degrees
Data,1,record,timestamp,1682905504000,ms,speed,4.373,m/s,cadence,56,rpm,temperature,24,C,distance,369.43,m,grade,0.11,%,altitude,52.200000000000045,m,position_lat,29.536609975621104,degrees,position_long,119.37690999358892,degrees
Data,1,record,timestamp,1682905505000,ms,speed,4.526,m/s,cadence,61,rpm,temperature,24,C,distance,374.71,m,grade,-0.16,%,altitude,52.200000000000045,m,position_lat,29.53661995008588,degrees,position_long,119.37695994973183,degrees
Data,1,record,timestamp,1682905506000,ms,speed,4.646,m/s,cadence,62,rpm,temperature,24,C,distance,379.14,m,grade,0.09,%,altitude,52.39999999999998,m,position_lat,29.53661995008588,degrees,position_long,119.37700998969376,degrees
Data,1,record,timestamp,1682905507000,ms,speed,4.753,m/s,cadence,63,rpm,temperature,24,C,distance,384.47,m,grade,0.34,%,altitude,52.39999999999998,m,position_lat,29.536629924550653,degrees,position_long,119.37705994583666,degrees
Data,1,record,timestamp,1682905508000,ms,speed,4.843,m/s,cadence,65,rpm,temperature,24,C,distance,390.06,m,grade,0.32,%,altitude,52.60000000000002,m,position_lat,29.536649957299232,degrees,position_long,119.3771099857986,degrees
Data,1,record,timestamp,1682905509000,ms,speed,4.963,m/s,cadence,68,rpm,temperature,24,C,distance,394.43,m,grade,0.55,%,altitude,52.60000000000002,m,position_lat,29.536669990047812,degrees,position_long,119.37714996747673,degrees
Data,1,record,timestamp,1682905510000,ms,speed,5.066,m/s,cadence,69,rpm,temperature,24,C,distance,398.99,m,grade,0.54,%,altitude,52.60000000000002,m,position_lat,29.536679964512587,degrees,position_long,119.37719992361963,degrees
Data,1,record,timestamp,1682905511000,ms,speed,5.116,m/s,cadence,69,rpm,temperature,24,C,distance,404.58,m,grade,0.54,%,altitude,52.60000000000002,m,position_lat,29.536699997261167,degrees,position_long,119.37724996358156,degrees
Data,1,record,timestamp,1682905512000,ms,speed,5.186,m/s,cadence,70,rpm,temperature,24,C,distance,409.59,m,grade,0.52,%,altitude,52.60000000000002,m,position_lat,29.536719946190715,degrees,position_long,119.37729991972446,degrees
Data,1,record,timestamp,1682905513000,ms,speed,5.246,m/s,cadence,71,rpm,temperature,24,C,distance,414.87,m,grade,0.74,%,altitude,52.60000000000002,m,position_lat,29.53672992065549,degrees,position_long,119.3773499596864,degrees
Data,1,record,timestamp,1682905514000,ms,speed,5.363,m/s,cadence,72,rpm,temperature,24,C,distance,420.55,m,grade,0.95,%,altitude,52.60000000000002,m,position_lat,29.53674995340407,degrees,position_long,119.37739999964833,degrees
Data,1,record,timestamp,1682905515000,ms,speed,5.466,m/s,cadence,74,rpm,temperature,24,C,distance,426.62,m,grade,0.92,%,altitude,52.799999999999955,m,position_lat,29.536779960617423,degrees,position_long,119.37745993025601,degrees
Data,1,record,timestamp,1682905516000,ms,speed,5.493,m/s,cadence,74,rpm,temperature,24,C,distance,431.63,m,grade,0.92,%,altitude,52.799999999999955,m,position_lat,29.536799993366003,degrees,position_long,119.37749999575317,degrees
Data,1,record,timestamp,1682905517000,ms,speed,5.52,m/s,cadence,74,rpm,temperature,24,C,distance,437.92,m,grade,0.91,%,altitude,53.0,m,position_lat,29.53681994229555,degrees,position_long,119.37755992636085,degrees
Data,1,record,timestamp,1682905518000,ms,speed,5.403,m/s,cadence,0,rpm,temperature,24,C,distance,442.29,m,grade,0.7,%,altitude,53.0,m,position_lat,29.53683997504413,degrees,position_long,119.377599991858,degrees
Data,1,record,timestamp,1682905519000,ms,speed,5.343,m/s,cadence,0,rpm,temperature,24,C,distance,448.29,m,grade,0.68,%,altitude,53.0,m,position_lat,29.536849949508905,degrees,position_long,119.37765992246568,degrees
Data,1,record,timestamp,1682905520000,ms,speed,5.16,m/s,cadence,0,rpm,temperature,24,C,distance,452.55,m,grade,0.7,%,altitude,53.0,m,position_lat,29.536869982257485,degrees,position_long,119.37769998796284,degrees
Data,1,record,timestamp,1682905521000,ms,speed,5.046,m/s,cadence,0,rpm,temperature,24,C,distance,457.56,m,grade,0.91,%,altitude,53.0,m,position_lat,29.536889931187034,degrees,position_long,119.37774994410574,degrees
Data,1,record,timestamp,1682905522000,ms,speed,4.896,m/s,cadence,0,rpm,temperature,24,C,distance,462.48,m,grade,1.13,%,altitude,53.0,m,position_lat,29.536909963935614,degrees,position_long,119.37778992578387,degrees
Data,1,record,timestamp,1682905523000,ms,speed,4.723,m/s,cadence,0,rpm,temperature,24,C,distance,467.49,m,grade,0.93,%,altitude,53.0,m,position_lat,29.536929996684194,degrees,position_long,119.3778399657458,degrees
Data,1,record,timestamp,1682905524000,ms,speed,4.57,m/s,cadence,0,rpm,temperature,24,C,distance,471.75,m,grade,0.74,%,altitude,53.0,m,position_lat,29.536949945613742,degrees,position_long,119.37787994742393,degrees
Data,1,record,timestamp,1682905525000,ms,speed,4.386,m/s,cadence,0,rpm,temperature,24,C,distance,474.97,m,grade,0.54,%,altitude,53.0,m,position_lat,29.536959920078516,degrees,position_long,119.37790995463729,degrees
Data,1,record,timestamp,1682905526000,ms,speed,4.246,m/s,cadence,0,rpm,temperature,24,C,distance,479.89,m,grade,0.32,%,altitude,53.0,m,position_lat,29.536979952827096,degrees,position_long,119.37794993631542,degrees
